ds,yhat,company,model
1982-02-02,0.4858360133491449,Apple,Prophet
1982-02-03,0.5377513546665367,Apple,Prophet
1982-02-04,0.5056363278581482,Apple,Prophet
1982-02-05,0.44972885885144354,Apple,Prophet
1982-02-08,0.5324879287844725,Apple,Prophet
1982-02-09,0.5431768278972758,Apple,Prophet
1982-02-10,0.5593798326778685,Apple,Prophet
1982-02-11,0.4892919842292895,Apple,Prophet
1982-02-12,0.3936583594854967,Apple,Prophet
1982-02-16,0.3219936243612186,Apple,Prophet
1982-02-17,0.29835884366169074,Apple,Prophet
1982-02-18,0.19021297544717172,Apple,Prophet
1982-02-19,0.05887653640038874,Apple,Prophet
1982-02-22,-0.07021376306998026,Apple,Prophet
1982-02-23,-0.12185100010735425,Apple,Prophet
1982-02-24,-0.16221968965796876,Apple,Prophet
1982-02-25,-0.28227331266072514,Apple,Prophet
1982-02-26,-0.42051330098051704,Apple,Prophet
1982-03-01,-0.539712464734269,Apple,Prophet
1982-03-02,-0.5780656444171695,Apple,Prophet
1982-03-03,-0.6004615217137728,Apple,Prophet
1982-03-04,-0.6981480684348065,Apple,Prophet
1982-03-05,-0.8099882534270838,Apple,Prophet
1982-03-08,-0.830258986016377,Apple,Prophet
1982-03-09,-0.8307722872250325,Apple,Prophet
1982-03-10,-0.8138306808824739,Apple,Prophet
1982-03-11,-0.8712678003048138,Apple,Prophet
1982-03-12,-0.9425341420560815,Apple,Prophet
1982-03-15,-0.8448210848965022,Apple,Prophet
1982-03-16,-0.8090145828737797,Apple,Prophet
1982-03-17,-0.7580408979730079,Apple,Prophet
1982-03-18,-0.784129256120047,Apple,Prophet
1982-03-19,-0.8270673166372874,Apple,Prophet
1982-03-22,-0.6649016693166008,Apple,Prophet
1982-03-23,-0.6149216538466982,Apple,Prophet
1982-03-24,-0.5534934672836175,Apple,Prophet
1982-03-25,-0.5727857779309562,Apple,Prophet
1982-03-26,-0.6124642787352225,Apple,Prophet
1982-03-29,-0.45970447292264727,Apple,Prophet
1982-03-30,-0.418349007511366,Apple,Prophet
1982-03-31,-0.36774894715188544,Apple,Prophet
1982-04-01,-0.39971201130759487,Apple,Prophet
1982-04-02,-0.4535303090378589,Apple,Prophet
1982-04-05,-0.34825091971571787,Apple,Prophet
1982-04-06,-0.3232067265187938,Apple,Prophet
1982-04-07,-0.28860783510041255,Apple,Prophet
1982-04-08,-0.3359727089244711,Apple,Prophet
1982-04-12,-0.33563361087632515,Apple,Prophet
1982-04-13,-0.31998483032655056,Apple,Prophet
1982-04-14,-0.29327080712902653,Apple,Prophet
1982-04-15,-0.3470045385792303,Apple,Prophet
1982-04-16,-0.42025669431277934,Apple,Prophet
1982-04-19,-0.35813635346929373,Apple,Prophet
1982-04-20,-0.34240341230084687,Apple,Prophet
1982-04-21,-0.31472152670777503,Apple,Prophet
1982-04-22,-0.36677614699392747,Apple,Prophet
1982-04-23,-0.4378153640249105,Apple,Prophet
1982-04-26,-0.36759285757729554,Apple,Prophet
1982-04-27,-0.34920672452539114,Apple,Prophet
1982-04-28,-0.31912661453407865,Apple,Prophet
1982-04-29,-0.36914804800636203,Apple,Prophet
1982-04-30,-0.43860687318158975,Apple,Prophet
1982-05-03,-0.36688103319791154,Apple,Prophet
1982-05-04,-0.34912770312229213,Apple,Prophet
1982-05-05,-0.32021836794841485,Apple,Prophet
1982-05-06,-0.3719011231937345,Apple,Prophet
1982-05-07,-0.4434478849406266,Apple,Prophet
1982-05-10,-0.3797253144610844,Apple,Prophet
1982-05-11,-0.3649101777544533,Apple,Prophet
1982-05-12,-0.3389140991860198,Apple,Prophet
1982-05-13,-0.3933931123454907,Apple,Prophet
1982-05-14,-0.467534241814491,Apple,Prophet
1982-05-17,-0.40969656640809604,Apple,Prophet
1982-05-18,-0.396049054926709,Apple,Prophet
1982-05-19,-0.3707810730043789,Apple,Prophet
1982-05-20,-0.4255469159263866,Apple,Prophet
1982-05-21,-0.4995472126767617,Apple,Prophet
1982-05-24,-0.43905986794258145,Apple,Prophet
1982-05-25,-0.42395356819910796,Apple,Prophet
1982-05-26,-0.3970406652781191,Apple,Prophet
1982-05-27,-0.4500413558883049,Apple,Prophet
1982-05-28,-0.5222211211829502,Apple,Prophet
1982-06-01,-0.43988074310226216,Apple,Prophet
1982-06-02,-0.41159668119577264,Apple,Prophet
1982-06-03,-0.4633761872154788,Apple,Prophet
1982-06-04,-0.5344677404474335,Apple,Prophet
1982-06-07,-0.4658532453823492,Apple,Prophet
1982-06-08,-0.44815102385978506,Apple,Prophet
1982-06-09,-0.41858618892965826,Apple,Prophet
1982-06-10,-0.4687703578182626,Apple,Prophet
1982-06-11,-0.5378353576975957,Apple,Prophet
1982-06-14,-0.4593447788406755,Apple,Prophet
1982-06-15,-0.4366951517191528,Apple,Prophet
1982-06-16,-0.40118107152489224,Apple,Prophet
1982-06-17,-0.4443306001134209,Apple,Prophet
1982-06-18,-0.505211260217732,Apple,Prophet
1982-06-21,-0.39498184897449007,Apple,Prophet
1982-06-22,-0.35939724165214737,Apple,Prophet
1982-06-23,-0.3098640036921587,Apple,Prophet
1982-06-24,-0.3380118086590981,Apple,Prophet
1982-06-25,-0.38303958696772467,Apple,Prophet
1982-06-28,-0.22186935744663788,Apple,Prophet
1982-06-29,-0.168869597678673,Apple,Prophet
1982-06-30,-0.10209583836755923,Apple,Prophet
1982-07-01,-0.11343097268315408,Apple,Prophet
1982-07-02,-0.1423318750295988,Apple,Prophet
1982-07-06,0.1244833336933547,Apple,Prophet
1982-07-07,0.20032150371083715,Apple,Prophet
1982-07-08,0.19603859217386221,Apple,Prophet
1982-07-09,0.1720446773032645,Apple,Prophet
1982-07-12,0.3760486892342878,Apple,Prophet
1982-07-13,0.43574476818994734,Apple,Prophet
1982-07-14,0.505170006604464,Apple,Prophet
1982-07-15,0.4923956672139401,Apple,Prophet
1982-07-16,0.45799487447800247,Apple,Prophet
1982-07-19,0.6214883390547752,Apple,Prophet
1982-07-20,0.6654798019710382,Apple,Prophet
1982-07-21,0.7186097133581606,Apple,Prophet
1982-07-22,0.6892794378755983,Apple,Prophet
1982-07-23,0.6383986809960811,Apple,Prophet
1982-07-26,0.7562165819024597,Apple,Prophet
1982-07-27,0.7872696623730031,Apple,Prophet
1982-07-28,0.8290602635999911,Apple,Prophet
1982-07-29,0.7902131148145313,Apple,Prophet
1982-07-30,0.7318198386239502,Apple,Prophet
1982-08-02,0.8402311653213559,Apple,Prophet
1982-08-03,0.8726343303674697,Apple,Prophet
1982-08-04,0.9179366375520311,Apple,Prophet
1982-08-05,0.8846326767135871,Apple,Prophet
1982-08-06,0.8336317701493257,Apple,Prophet
1982-08-09,0.9727821316981055,Apple,Prophet
1982-08-10,1.0172384819393485,Apple,Prophet
1982-08-11,1.0748938096275111,Apple,Prophet
1982-08-12,1.0538475384787411,Apple,Prophet
1982-08-13,1.01460291797075,Apple,Prophet
1982-08-16,1.1819676214294068,Apple,Prophet
1982-08-17,1.2321933553238047,Apple,Prophet
1982-08-18,1.293219962515946,Apple,Prophet
1982-08-19,1.272851895330668,Apple,Prophet
1982-08-20,1.2313426874632267,Apple,Prophet
1982-08-23,1.3725548391981253,Apple,Prophet
1982-08-24,1.4073368443812604,Apple,Prophet
1982-08-25,1.4495761213069736,Apple,Prophet
1982-08-26,1.4071845269751067,Apple,Prophet
1982-08-27,1.3405857797954193,Apple,Prophet
1982-08-30,1.3907178528220374,Apple,Prophet
1982-08-31,1.3909946253102665,Apple,Prophet
1982-09-01,1.397330419326881,Apple,Prophet
1982-09-02,1.3180941097609649,Apple,Prophet
1982-09-03,1.21419027060746,Apple,Prophet
1982-09-07,1.1207363507420078,Apple,Prophet
1982-09-08,1.0948965942904634,Apple,Prophet
1982-09-09,0.9859158602591481,Apple,Prophet
1982-09-10,0.855100436643208,Apple,Prophet
1982-09-13,0.7351248635859982,Apple,Prophet
1982-09-14,0.6887079395162738,Apple,Prophet
1982-09-15,0.6544187297953967,Apple,Prophet
1982-09-16,0.5411312202683886,Apple,Prophet
1982-09-17,0.41015352972531205,Apple,Prophet
1982-09-20,0.3136240800676556,Apple,Prophet
1982-09-21,0.2823891556076904,Apple,Prophet
1982-09-22,0.26652391043846685,Apple,Prophet
1982-09-23,0.17456711948222456,Apple,Prophet
1982-09-24,0.06745369376709745,Apple,Prophet
1982-09-27,0.053571741743614815,Apple,Prophet
1982-09-28,0.0521058346391122,Apple,Prophet
1982-09-29,0.06637401842164029,Apple,Prophet
1982-09-30,0.0044769213469545155,Apple,Prophet
1982-10-01,-0.07307173076869311,Apple,Prophet
1982-10-04,-0.00503998877353104,Apple,Prophet
1982-10-05,0.017444166134870875,Apple,Prophet
1982-10-06,0.05354351981547863,Apple,Prophet
1982-10-07,0.011164934163018392,Apple,Prophet
1982-10-08,-0.04932072835934412,Apple,Prophet
1982-10-11,0.05451690676209971,Apple,Prophet
1982-10-12,0.08384704160884623,Apple,Prophet
1982-10-13,0.1243875651812068,Apple,Prophet
1982-10-14,0.08419500447647443,Apple,Prophet
1982-10-15,0.023827805009286163,Apple,Prophet
1982-10-18,0.11794898571107551,Apple,Prophet
1982-10-19,0.14157222283485732,Apple,Prophet
1982-10-20,0.17565017915834122,Apple,Prophet
1982-10-21,0.12853322043835053,Apple,Prophet
1982-10-22,0.061069334855956545,Apple,Prophet
1982-10-25,0.1355744351637089,Apple,Prophet
1982-10-26,0.154020056445939,Apple,Prophet
1982-10-27,0.18393696263386797,Apple,Prophet
1982-10-28,0.1338302613316511,Apple,Prophet
1982-10-29,0.06466780142849621,Apple,Prophet
1982-11-01,0.14247347212279135,Apple,Prophet
1982-11-02,0.16485034102415702,Apple,Prophet
1982-11-03,0.2000413111382228,Apple,Prophet
1982-11-04,0.15645856032313732,Apple,Prophet
1982-11-05,0.09494806372691256,Apple,Prophet
1982-11-08,0.20090271556844855,Apple,Prophet
1982-11-09,0.23377952327331747,Apple,Prophet
1982-11-10,0.27969335873689033,Apple,Prophet
1982-11-11,0.2468479272395362,Apple,Prophet
1982-11-12,0.1958825626128663,Apple,Prophet
1982-11-15,0.3303728397350212,Apple,Prophet
1982-11-16,0.3711469017062876,Apple,Prophet
1982-11-17,0.42390548308326526,Apple,Prophet
1982-11-18,0.3967380137401735,Apple,Prophet
1982-11-19,0.35019404436328505,Apple,Prophet
1982-11-22,0.4898954475818133,Apple,Prophet
1982-11-23,0.5296786863869911,Apple,Prophet
1982-11-24,0.5801215860950146,Apple,Prophet
1982-11-26,0.4980493598368998,Apple,Prophet
1982-11-29,0.6172411338773822,Apple,Prophet
1982-11-30,0.6485059089772027,Apple,Prophet
1982-12-01,0.6897924423482522,Apple,Prophet
1982-12-02,0.6493699698768857,Apple,Prophet
1982-12-03,0.5879832043086011,Apple,Prophet
1982-12-06,0.6756923368389862,Apple,Prophet
1982-12-07,0.6963431075075502,Apple,Prophet
1982-12-08,0.7270774160427843,Apple,Prophet
1982-12-09,0.6762158458795386,Apple,Prophet
1982-12-10,0.6045395991284737,Apple,Prophet
1982-12-13,0.6624326040050733,Apple,Prophet
1982-12-14,0.6734858149138122,Apple,Prophet
1982-12-15,0.6947643199069192,Apple,Prophet
1982-12-16,0.6345620010759978,Apple,Prophet
1982-12-17,0.5536309373511996,Apple,Prophet
1982-12-20,0.5840102908608478,Apple,Prophet
1982-12-21,0.5859172883190158,Apple,Prophet
1982-12-22,0.5980574190575485,Apple,Prophet
1982-12-23,0.5287417090945836,Apple,Prophet
1982-12-27,0.44291440392269255,Apple,Prophet
1982-12-28,0.43668581740316736,Apple,Prophet
1982-12-29,0.44118098541358675,Apple,Prophet
1982-12-30,0.36484727621528695,Apple,Prophet
1982-12-31,0.26861874468672986,Apple,Prophet
1983-01-03,0.2603129537650641,Apple,Prophet
1983-01-04,0.2525653035071285,Apple,Prophet
1983-01-05,0.2571246098182372,Apple,Prophet
1983-01-06,0.18258204706761172,Apple,Prophet
1983-01-07,0.08999838539325246,Apple,Prophet
1983-01-10,0.10466037183653204,Apple,Prophet
1983-01-11,0.10873386625019593,Apple,Prophet
1983-01-12,0.1271860335208433,Apple,Prophet
1983-01-13,0.06854245336765492,Apple,Prophet
1983-01-14,-0.006243882374678961,Apple,Prophet
1983-01-17,0.07147777185035972,Apple,Prophet
1983-01-18,0.09900971388138105,Apple,Prophet
1983-01-19,0.14164977163389023,Apple,Prophet
1983-01-20,0.1075779471870729,Apple,Prophet
1983-01-21,0.057373650446375546,Apple,Prophet
1983-01-24,0.20487331925875518,Apple,Prophet
1983-01-25,0.25294904107008265,Apple,Prophet
1983-01-26,0.31408049505055324,Apple,Prophet
1983-01-27,0.29604890391685823,Apple,Prophet
1983-01-28,0.2590583652594691,Apple,Prophet
1983-01-31,0.426006060018012,Apple,Prophet
1983-02-01,0.47297968839249405,Apple,Prophet
1983-02-02,0.5289247783146743,Apple,Prophet
1983-02-03,0.5015396488748005,Apple,Prophet
1983-02-04,0.45101255895064185,Apple,Prophet
1983-02-07,0.5531417389679529,Apple,Prophet
1983-02-08,0.5710867633369604,Apple,Prophet
1983-02-09,0.5947854602772316,Apple,Prophet
1983-02-10,0.5323269703733184,Apple,Prophet
1983-02-11,0.4443463544546432,Apple,Prophet
1983-02-14,0.424992500102814,Apple,Prophet
1983-02-15,0.4012931004765444,Apple,Prophet
1983-02-16,0.38377017567086447,Apple,Prophet
1983-02-17,0.2811216159400776,Apple,Prophet
1983-02-18,0.1545830744206978,Apple,Prophet
1983-02-22,-0.015242137852164911,Apple,Prophet
1983-02-23,-0.05516508730176517,Apple,Prophet
1983-02-24,-0.17571721363843085,Apple,Prophet
1983-02-25,-0.31538979607813683,Apple,Prophet
1983-02-28,-0.44416963975036916,Apple,Prophet
1983-03-01,-0.48730157505180816,Apple,Prophet
1983-03-02,-0.5151502487359154,Apple,Prophet
1983-03-03,-0.6188768979330354,Apple,Prophet
1983-03-04,-0.7372495850030785,Apple,Prophet
1983-03-07,-0.779038914796868,Apple,Prophet
1983-03-08,-0.7870064632645793,Apple,Prophet
1983-03-09,-0.7774799345799075,Apple,Prophet
1983-03-10,-0.8421889029346438,Apple,Prophet
1983-03-11,-0.9204849588425053,Apple,Prophet
1983-03-14,-0.8415306108461108,Apple,Prophet
1983-03-15,-0.8109544959050772,Apple,Prophet
1983-03-16,-0.7646043544416545,Apple,Prophet
1983-03-17,-0.7946700622816878,Apple,Prophet
1983-03-18,-0.8409125484257589,Apple,Prophet
1983-03-21,-0.6845447849394952,Apple,Prophet
1983-03-22,-0.6351604900534397,Apple,Prophet
1983-03-23,-0.5737051754351881,Apple,Prophet
1983-03-24,-0.5923898190488408,Apple,Prophet
1983-03-25,-0.6309307522219356,Apple,Prophet
1983-03-28,-0.47218096036741486,Apple,Prophet
1983-03-29,-0.4281918747707675,Apple,Prophet
1983-03-30,-0.37475609250942016,Apple,Prophet
1983-03-31,-0.403751130324731,Apple,Prophet
1983-04-04,-0.34039161044137967,Apple,Prophet
1983-04-05,-0.3126489037054795,Apple,Prophet
1983-04-06,-0.2755530485523588,Apple,Prophet
1983-04-07,-0.32065517182350367,Apple,Prophet
1983-04-08,-0.3870177972406861,Apple,Prophet
1983-04-11,-0.3139803632514181,Apple,Prophet
1983-04-12,-0.2974512081140119,Apple,Prophet
1983-04-13,-0.27012280706550024,Apple,Prophet
1983-04-14,-0.3234895050345141,Apple,Prophet
1983-04-15,-0.3965983580901313,Apple,Prophet
1983-04-18,-0.3351001829708681,Apple,Prophet
1983-04-19,-0.3198176060604421,Apple,Prophet
1983-04-20,-0.2926518148430147,Apple,Prophet
1983-04-21,-0.34525572170032004,Apple,Prophet
1983-04-22,-0.41684674437117647,Apple,Prophet
1983-04-25,-0.3480314534167799,Apple,Prophet
1983-04-26,-0.32996237103348114,Apple,Prophet
1983-04-27,-0.30009927445015344,Apple,Prophet
1983-04-28,-0.3502300637205574,Apple,Prophet
1983-04-29,-0.4196875133366714,Apple,Prophet
1983-05-02,-0.3473261469325475,Apple,Prophet
1983-05-03,-0.3291801573677866,Apple,Prophet
1983-05-04,-0.2998101565669261,Apple,Prophet
1983-05-05,-0.35098096787957966,Apple,Prophet
1983-05-06,-0.42198250299093315,Apple,Prophet
1983-05-09,-0.3566091528686284,Apple,Prophet
1983-05-10,-0.34129721358478127,Apple,Prophet
1983-05-11,-0.3148567099829506,Apple,Prophet
1983-05-12,-0.3689558571980093,Apple,Prophet
1983-05-13,-0.4427911885930544,Apple,Prophet
1983-05-16,-0.38453118223728994,Apple,Prophet
1983-05-17,-0.370909598930774,Apple,Prophet
1983-05-18,-0.3457444711479622,Apple,Prophet
1983-05-19,-0.40068237631405634,Apple,Prophet
1983-05-20,-0.47491416301867895,Apple,Prophet
1983-05-23,-0.41535943443741097,Apple,Prophet
1983-05-24,-0.4006009455021664,Apple,Prophet
1983-05-25,-0.37403368382416496,Apple,Prophet
1983-05-26,-0.427367051088154,Apple,Prophet
1983-05-27,-0.49985756862036934,Apple,Prophet
1983-05-31,-0.4184510261995409,Apple,Prophet
1983-06-01,-0.39032741873492477,Apple,Prophet
1983-06-02,-0.442251517811608,Apple,Prophet
1983-06-03,-0.5134842642891194,Apple,Prophet
1983-06-06,-0.44544049410856396,Apple,Prophet
1983-06-07,-0.4280447182420797,Apple,Prophet
1983-06-08,-0.39888171294107383,Apple,Prophet
1983-06-09,-0.4495862993265657,Apple,Prophet
1983-06-10,-0.5193130364955987,Apple,Prophet
1983-06-13,-0.44385958656014113,Apple,Prophet
1983-06-14,-0.42262789339155826,Apple,Prophet
1983-06-15,-0.3887529794448001,Apple,Prophet
1983-06-16,-0.4337672867636845,Apple,Prophet
1983-06-17,-0.49673757316179956,Apple,Prophet
1983-06-20,-0.3940352399038784,Apple,Prophet
1983-06-21,-0.3613202962035351,Apple,Prophet
1983-06-22,-0.31479375789745295,Apple,Prophet
1983-06-23,-0.3460516102102362,Apple,Prophet
1983-06-24,-0.39425464011776445,Apple,Prophet
1983-06-27,-0.24256818444036132,Apple,Prophet
1983-06-28,-0.1925600904133525,Apple,Prophet
1983-06-29,-0.12861324014843128,Apple,Prophet
1983-06-30,-0.1425634786789982,Apple,Prophet
1983-07-01,-0.17382278302063175,Apple,Prophet
1983-07-05,0.08688925774746127,Apple,Prophet
1983-07-06,0.16217802938980277,Apple,Prophet
1983-07-07,0.15777043678180444,Apple,Prophet
1983-07-08,0.13408025685556757,Apple,Prophet
1983-07-11,0.3414789511691173,Apple,Prophet
1983-07-12,0.40306424431036847,Apple,Prophet
1983-07-13,0.4747028273408531,Apple,Prophet
1983-07-14,0.464422486824974,Apple,Prophet
1983-07-15,0.43274683315436335,Apple,Prophet
1983-07-18,0.6052382278176327,Apple,Prophet
1983-07-19,0.6523002569341719,Apple,Prophet
1983-07-20,0.7084320443287004,Apple,Prophet
1983-07-21,0.6819735182037256,Apple,Prophet
1983-07-22,0.6337756557147016,Apple,Prophet
1983-07-25,0.7579902637635592,Apple,Prophet
1983-07-26,0.7904832706765368,Apple,Prophet
1983-07-27,0.8333161469868253,Apple,Prophet
1983-07-28,0.7950960993918885,Apple,Prophet
1983-07-29,0.7369069930075932,Apple,Prophet
1983-08-01,0.8434676807212269,Apple,Prophet
1983-08-02,0.8745082035672753,Apple,Prophet
1983-08-03,0.9181367366487414,Apple,Prophet
1983-08-04,0.8828981015453539,Apple,Prophet
1983-08-05,0.8297594095064078,Apple,Prophet
1983-08-08,0.9619444220725486,Apple,Prophet
1983-08-09,1.0041373321581786,Apple,Prophet
1983-08-10,1.0596844034535549,Apple,Prophet
1983-08-11,1.0367602693748017,Apple,Prophet
1983-08-12,0.9959408853299142,Apple,Prophet
1983-08-15,1.1610569855757154,Apple,Prophet
1983-08-16,1.211544111263433,Apple,Prophet
1983-08-17,1.2734093293528141,Apple,Prophet
1983-08-18,1.2544852803678808,Apple,Prophet
1983-08-19,1.215042655221996,Apple,Prophet
1983-08-22,1.3661867900320306,Apple,Prophet
1983-08-23,1.4054633208284142,Apple,Prophet
1983-08-24,1.4527300075109124,Apple,Prophet
1983-08-25,1.4158469469236308,Apple,Prophet
1983-08-26,1.3551763097587628,Apple,Prophet
1983-08-29,1.424871207332506,Apple,Prophet
1983-08-30,1.4319835445289915,Apple,Prophet
1983-08-31,1.4451623922650971,Apple,Prophet
1983-09-01,1.3726836804672145,Apple,Prophet
1983-09-02,1.275359342764532,Apple,Prophet
1983-09-06,1.2046927436945682,Apple,Prophet
1983-09-07,1.1832771917074387,Apple,Prophet
1983-09-08,1.0780823805201887,Apple,Prophet
1983-09-09,0.9503666164508479,Apple,Prophet
1983-09-12,0.8352599598798945,Apple,Prophet
1983-09-13,0.7889440117716608,Apple,Prophet
1983-09-14,0.7540020408003343,Apple,Prophet
1983-09-15,0.6393300009984326,Apple,Prophet
1983-09-16,0.5062690866211738,Apple,Prophet
1983-09-19,0.3997786239535893,Apple,Prophet
1983-09-20,0.36418940524122334,Apple,Prophet
1983-09-21,0.34357166126620664,Apple,Prophet
1983-09-22,0.2465428831538006,Apple,Prophet
1983-09-23,0.1341196204578055,Apple,Prophet
1983-09-26,0.10370937438795189,Apple,Prophet
1983-09-27,0.09680408388154121,Apple,Prophet
1983-09-28,0.1057945271929985,Apple,Prophet
1983-09-29,0.03884964890898385,Apple,Prophet
1983-09-30,-0.04345521069640451,Apple,Prophet
1983-10-03,0.012554288870191055,Apple,Prophet
1983-10-04,0.03190113943152095,Apple,Prophet
1983-10-05,0.06533531263166997,Apple,Prophet
1983-10-06,0.020771442895160336,Apple,Prophet
1983-10-07,-0.04142133254934682,Apple,Prophet
1983-10-10,0.06001286551919348,Apple,Prophet
1983-10-11,0.0893572148723728,Apple,Prophet
1983-10-12,0.13025707521532748,Apple,Prophet
1983-10-13,0.09072313180922846,Apple,Prophet
1983-10-14,0.03126397980225393,Apple,Prophet
1983-10-17,0.12907196610674918,Apple,Prophet
1983-10-18,0.15406359255489538,Apple,Prophet
1983-10-19,0.1894912935385551,Apple,Prophet
1983-10-20,0.14365612136389308,Apple,Prophet
1983-10-21,0.07736061146973705,Apple,Prophet
1983-10-24,0.15431078945690263,Apple,Prophet
1983-10-25,0.17312099520002458,Apple,Prophet
1983-10-26,0.20314499407801367,Apple,Prophet
1983-10-27,0.152878805865969,Apple,Prophet
1983-10-28,0.08328809471468182,Apple,Prophet
1983-10-31,0.15827372709617774,Apple,Prophet
1983-11-01,0.1792549042691045,Apple,Prophet
1983-11-02,0.21286361418380553,Apple,Prophet
1983-11-03,0.16754329650847127,Apple,Prophet
1983-11-04,0.10417441624985567,Apple,Prophet
1983-11-07,0.2042041087686697,Apple,Prophet
1983-11-08,0.23511820681754395,Apple,Prophet
1983-11-09,0.2791387800485625,Apple,Prophet
1983-11-10,0.24450510997921648,Apple,Prophet
1983-11-11,0.19188945836679183,Apple,Prophet
1983-11-14,0.32253344545362483,Apple,Prophet
1983-11-15,0.36246514428604903,Apple,Prophet
1983-11-16,0.4146255214751256,Apple,Prophet
1983-11-17,0.38711136300558224,Apple,Prophet
1983-11-18,0.34047476566416135,Apple,Prophet
1983-11-21,0.4813800030038913,Apple,Prophet
1983-11-22,0.5220238060969958,Apple,Prophet
1983-11-23,0.5735309599973138,Apple,Prophet
1983-11-25,0.494117942409237,Apple,Prophet
1983-11-28,0.618288572301828,Apple,Prophet
1983-11-29,0.6513848932850952,Apple,Prophet
1983-11-30,0.69455243501543,Apple,Prophet
1983-12-01,0.6560407859118754,Apple,Prophet
1983-12-02,0.5965771306840071,Apple,Prophet
1983-12-05,0.6899921086596285,Apple,Prophet
1983-12-06,0.7124918074332899,Apple,Prophet
1983-12-07,0.7450396606170884,Apple,Prophet
1983-12-08,0.6959549459364145,Apple,Prophet
1983-12-09,0.6260199130791273,Apple,Prophet
1983-12-12,0.6889606137391401,Apple,Prophet
1983-12-13,0.7016562659463986,Apple,Prophet
1983-12-14,0.7245675047801756,Apple,Prophet
1983-12-15,0.665993892405467,Apple,Prophet
1983-12-16,0.5866920329591656,Apple,Prophet
1983-12-19,0.621978789658137,Apple,Prophet
1983-12-20,0.625521090960577,Apple,Prophet
1983-12-21,0.639285123024257,Apple,Prophet
1983-12-22,0.5715701593196445,Apple,Prophet
1983-12-23,0.48314620534142116,Apple,Prophet
1983-12-27,0.48652115545511565,Apple,Prophet
1983-12-28,0.49204655232126426,Apple,Prophet
1983-12-29,0.4165517330231305,Apple,Prophet
1983-12-30,0.32093952863130604,Apple,Prophet
1984-01-03,0.3045287500068951,Apple,Prophet
1984-01-04,0.30816328688828604,Apple,Prophet
1984-01-05,0.23232276389600026,Apple,Prophet
1984-01-06,0.13805732302371304,Apple,Prophet
1984-01-09,0.1453631859253456,Apple,Prophet
1984-01-10,0.1462483762159433,Apple,Prophet
1984-01-11,0.16118066809529097,Apple,Prophet
1984-01-12,0.09871961071919184,Apple,Prophet
1984-01-13,0.019860056508289203,Apple,Prophet
1984-01-16,0.08435614155728946,Apple,Prophet
1984-01-17,0.10735254892237833,Apple,Prophet
1984-01-18,0.14551069362567903,Apple,Prophet
1984-01-19,0.10708635520162017,Apple,Prophet
1984-01-20,0.05273661199385524,Apple,Prophet
1984-01-23,0.18981732538935397,Apple,Prophet
1984-01-24,0.2353397532597067,Apple,Prophet
1984-01-25,0.294490495960318,Apple,Prophet
1984-01-26,0.2751087718751333,Apple,Prophet
1984-01-27,0.23744829445941612,Apple,Prophet
1984-01-30,0.40681277836539265,Apple,Prophet
1984-01-31,0.45612565413425765,Apple,Prophet
1984-02-01,0.5151748869273384,Apple,Prophet
1984-02-02,0.4916381876591445,Apple,Prophet
1984-02-03,0.4456701209891029,Apple,Prophet
1984-02-06,0.5652137762015768,Apple,Prophet
1984-02-07,0.5899756836807254,Apple,Prophet
1984-02-08,0.6208547172698713,Apple,Prophet
1984-02-09,0.5658417513727254,Apple,Prophet
1984-02-10,0.48546725848776734,Apple,Prophet
1984-02-13,0.4887921636731568,Apple,Prophet
1984-02-14,0.47223234985081286,Apple,Prophet
1984-02-15,0.46145631322312614,Apple,Prophet
1984-02-16,0.36505887144907373,Apple,Prophet
1984-02-17,0.24417961356029044,Apple,Prophet
1984-02-21,0.08949050349978545,Apple,Prophet
1984-02-22,0.05118483226242612,Apple,Prophet
1984-02-23,-0.06868568197502714,Apple,Prophet
1984-02-24,-0.20862107332187174,Apple,Prophet
1984-02-27,-0.3437175906730354,Apple,Prophet
1984-02-28,-0.390678872745841,Apple,Prophet
1984-02-29,-0.42312536057157374,Apple,Prophet
1984-03-01,-0.5321440743278435,Apple,Prophet
1984-03-02,-0.6564186490336674,Apple,Prophet
1984-03-05,-0.7186099951302589,Apple,Prophet
1984-03-06,-0.7339295173543967,Apple,Prophet
1984-03-07,-0.7318503401317673,Apple,Prophet
1984-03-08,-0.8039941001181706,Apple,Prophet
1984-03-09,-0.8896073194832215,Apple,Prophet
1984-03-12,-0.830928820695354,Apple,Prophet
1984-03-13,-0.8062676866722649,Apple,Prophet
1984-03-14,-0.765292049738583,Apple,Prophet
1984-03-15,-0.8001371918849393,Apple,Prophet
1984-03-16,-0.8505215824255105,Apple,Prophet
1984-03-19,-0.7025187804210831,Apple,Prophet
1984-03-20,-0.654553611206325,Apple,Prophet
1984-03-21,-0.5938552490939042,Apple,Prophet
1984-03-22,-0.6126648674184864,Apple,Prophet
1984-03-23,-0.6507388277230073,Apple,Prophet
1984-03-26,-0.48755838711304306,Apple,Prophet
1984-03-27,-0.44128727490371,Apple,Prophet
1984-03-28,-0.3852794134960331,Apple,Prophet
1984-03-29,-0.4114826654123417,Apple,Prophet
1984-03-30,-0.4593269668044859,Apple,Prophet
1984-04-02,-0.3361270530252989,Apple,Prophet
1984-04-03,-0.3054915202104768,Apple,Prophet
1984-04-04,-0.2656527831509976,Apple,Prophet
1984-04-05,-0.30820418945526107,Apple,Prophet
