ds,yhat,company,model
2017-04-07,832.6614250018064,Amazon,Prophet
2017-04-10,842.2643734401452,Amazon,Prophet
2017-04-11,847.3959911312567,Amazon,Prophet
2017-04-12,851.2799221909219,Amazon,Prophet
2017-04-13,854.0096334530618,Amazon,Prophet
2017-04-17,864.7576554105212,Amazon,Prophet
2017-04-18,869.7244096735368,Amazon,Prophet
2017-04-19,873.3378169438721,Amazon,Prophet
2017-04-20,875.6905060890502,Amazon,Prophet
2017-04-21,876.2465358524973,Amazon,Prophet
2017-04-24,883.9125251169669,Amazon,Prophet
2017-04-25,888.0213569432563,Amazon,Prophet
2017-04-26,890.703792477117,Amazon,Prophet
2017-04-27,892.0640812000928,Amazon,Prophet
2017-04-28,891.5792755509783,Amazon,Prophet
2017-05-01,895.9778712735382,Amazon,Prophet
2017-05-02,899.0012458169316,Amazon,Prophet
2017-05-03,900.6267131852115,Amazon,Prophet
2017-05-04,900.974261356929,Amazon,Prophet
2017-05-05,899.5360707801466,Amazon,Prophet
2017-05-08,901.5664181376885,Amazon,Prophet
2017-05-09,904.0024967028902,Amazon,Prophet
2017-05-10,905.1564119987931,Amazon,Prophet
2017-05-11,905.1539232465184,Amazon,Prophet
2017-05-12,903.4907649253875,Amazon,Prophet
2017-05-15,905.5976985349968,Amazon,Prophet
2017-05-16,908.2987397383132,Amazon,Prophet
2017-05-17,909.8263628590084,Amazon,Prophet
2017-05-18,910.2967783133569,Amazon,Prophet
2017-05-19,909.194477770702,Amazon,Prophet
2017-05-22,913.3794447779592,Amazon,Prophet
2017-05-23,916.8564119429009,Amazon,Prophet
2017-05-24,919.1762113078862,Amazon,Prophet
2017-05-25,920.439896029916,Amazon,Prophet
2017-05-26,920.1173236851224,Amazon,Prophet
2017-05-30,930.5060380786679,Amazon,Prophet
2017-05-31,933.3581452270454,Amazon,Prophet
2017-06-01,935.0801973188649,Amazon,Prophet
2017-06-02,935.1385634500217,Amazon,Prophet
2017-06-05,942.1257149731815,Amazon,Prophet
2017-06-06,946.2829440120752,Amazon,Prophet
2017-06-07,949.1517013026823,Amazon,Prophet
2017-06-08,950.8359324623408,Amazon,Prophet
2017-06-09,950.8119184765713,Amazon,Prophet
2017-06-12,957.398529635105,Amazon,Prophet
2017-06-13,961.4117647882663,Amazon,Prophet
2017-06-14,964.1517438135838,Amazon,Prophet
2017-06-15,965.7340316530662,Amazon,Prophet
2017-06-16,965.6456192353576,Amazon,Prophet
2017-06-19,972.351397393518,Amazon,Prophet
2017-06-20,976.5290237539078,Amazon,Prophet
2017-06-21,979.5010473033324,Amazon,Prophet
2017-06-22,981.3829582043611,Amazon,Prophet
2017-06-23,981.6593994737647,Amazon,Prophet
2017-06-26,989.7940900442459,Amazon,Prophet
2017-06-27,994.5299852057827,Amazon,Prophet
2017-06-28,998.0818862681364,Amazon,Prophet
2017-06-29,1000.5513829876255,Amazon,Prophet
2017-06-30,1001.4081150564697,Amazon,Prophet
2017-07-03,1011.0806780164625,Amazon,Prophet
2017-07-05,1020.0651747295586,Amazon,Prophet
2017-07-06,1022.7398481632498,Amazon,Prophet
2017-07-07,1023.6893129597299,Amazon,Prophet
2017-07-10,1032.8709735106893,Amazon,Prophet
2017-07-11,1037.5584477203085,Amazon,Prophet
2017-07-12,1040.8341832696988,Amazon,Prophet
2017-07-13,1042.7880114300062,Amazon,Prophet
2017-07-14,1042.8821693199739,Amazon,Prophet
2017-07-17,1048.78244371557,Amazon,Prophet
2017-07-18,1052.1810016384438,Amazon,Prophet
2017-07-19,1054.097669906022,Amazon,Prophet
2017-07-20,1054.6415702395868,Amazon,Prophet
2017-07-21,1053.2956490311817,Amazon,Prophet
2017-07-24,1054.914805226307,Amazon,Prophet
2017-07-25,1056.9740396968791,Amazon,Prophet
2017-07-26,1057.6317155807612,Amazon,Prophet
2017-07-27,1057.0174074641488,Amazon,Prophet
2017-07-28,1054.6329795137692,Amazon,Prophet
2017-07-31,1054.0132430221581,Amazon,Prophet
2017-08-01,1055.6587395998288,Amazon,Prophet
2017-08-02,1056.0820314283358,Amazon,Prophet
2017-08-03,1055.4159077517872,Amazon,Prophet
2017-08-04,1053.1622273362505,Amazon,Prophet
2017-08-07,1053.9819624179058,Amazon,Prophet
2017-08-08,1056.4249325616918,Amazon,Prophet
2017-08-09,1057.781729307812,Amazon,Prophet
2017-08-10,1058.1677377582512,Amazon,Prophet
2017-08-11,1057.0653651441864,Amazon,Prophet
2017-08-14,1061.716773173613,Amazon,Prophet
2017-08-15,1065.4857419447117,Amazon,Prophet
2017-08-16,1068.153517937477,Amazon,Prophet
2017-08-17,1069.812264842484,Amazon,Prophet
2017-08-18,1069.922053517207,Amazon,Prophet
2017-08-21,1077.6447479724338,Amazon,Prophet
2017-08-22,1082.1915306513908,Amazon,Prophet
2017-08-23,1085.4912735951627,Amazon,Prophet
2017-08-24,1087.6264567330777,Amazon,Prophet
2017-08-25,1088.050393927109,Amazon,Prophet
2017-08-28,1095.7196402258678,Amazon,Prophet
2017-08-29,1099.9243418914346,Amazon,Prophet
2017-08-30,1102.7309755109127,Amazon,Prophet
2017-08-31,1104.2327101637877,Amazon,Prophet
2017-09-01,1103.8959234320441,Amazon,Prophet
2017-09-05,1111.7820218678526,Amazon,Prophet
2017-09-06,1113.4492599065359,Amazon,Prophet
2017-09-07,1113.7948124394704,Amazon,Prophet
2017-09-08,1112.3054055729044,Amazon,Prophet
2017-09-11,1113.846827521908,Amazon,Prophet
2017-09-12,1115.9998375889907,Amazon,Prophet
2017-09-13,1116.8089720139392,Amazon,Prophet
2017-09-14,1116.4004667143668,Amazon,Prophet
2017-09-15,1114.2714790492319,Amazon,Prophet
2017-09-18,1114.6494854869677,Amazon,Prophet
2017-09-19,1116.6768456341795,Amazon,Prophet
2017-09-20,1117.4903596366944,Amazon,Prophet
2017-09-21,1117.2120163068441,Amazon,Prophet
2017-09-22,1115.3324818657632,Amazon,Prophet
2017-09-25,1117.0799632851683,Amazon,Prophet
2017-09-26,1119.7310303553854,Amazon,Prophet
2017-09-27,1121.2287477309499,Amazon,Prophet
2017-09-28,1121.6799366469338,Amazon,Prophet
2017-09-29,1120.5596630460861,Amazon,Prophet
2017-10-02,1124.60739052467,Amazon,Prophet
2017-10-03,1127.982879123478,Amazon,Prophet
2017-10-04,1130.1610146225667,Amazon,Prophet
2017-10-05,1131.2366877458778,Amazon,Prophet
2017-10-06,1130.6745192481465,Amazon,Prophet
2017-10-09,1135.9194822390687,Amazon,Prophet
2017-10-10,1139.5180732028134,Amazon,Prophet
2017-10-11,1141.82770798304,Amazon,Prophet
2017-10-12,1142.944032108569,Amazon,Prophet
2017-10-13,1142.3343022635868,Amazon,Prophet
2017-10-16,1146.9595817963043,Amazon,Prophet
2017-10-17,1150.2176074866256,Amazon,Prophet
2017-10-18,1152.135296235767,Amazon,Prophet
2017-10-19,1152.8190818971877,Amazon,Prophet
2017-10-20,1151.747618022741,Amazon,Prophet
2017-10-23,1154.9303205741985,Amazon,Prophet
2017-10-24,1157.7271434601896,Amazon,Prophet
2017-10-25,1159.2117577424306,Amazon,Prophet
2017-10-26,1159.50045175839,Amazon,Prophet
2017-10-27,1158.0807042373988,Amazon,Prophet
2017-10-30,1160.5689030570982,Amazon,Prophet
2017-10-31,1163.267092824167,Amazon,Prophet
2017-11-01,1164.7237445538478,Amazon,Prophet
2017-11-02,1165.0553383028468,Amazon,Prophet
2017-11-03,1163.747996132721,Amazon,Prophet
2017-11-06,1166.9550565287393,Amazon,Prophet
2017-11-07,1170.0017541721688,Amazon,Prophet
2017-11-08,1171.849419302859,Amazon,Prophet
2017-11-09,1172.6060597741941,Amazon,Prophet
2017-11-10,1171.7487202242646,Amazon,Prophet
2017-11-13,1176.360026520514,Amazon,Prophet
2017-11-14,1179.8609543401042,Amazon,Prophet
2017-11-15,1182.1406312163756,Amazon,Prophet
2017-11-16,1183.2987015682288,Amazon,Prophet
2017-11-17,1182.8046335425367,Amazon,Prophet
2017-11-20,1188.2158321938568,Amazon,Prophet
2017-11-21,1191.872126338653,Amazon,Prophet
2017-11-22,1194.2473348585017,Amazon,Prophet
2017-11-24,1194.9218675419102,Amazon,Prophet
2017-11-27,1199.9265195090354,Amazon,Prophet
2017-11-28,1203.3503706009317,Amazon,Prophet
2017-11-29,1205.4540353499845,Amazon,Prophet
2017-11-30,1206.3433209066206,Amazon,Prophet
2017-12-01,1205.4956767546364,Amazon,Prophet
2017-12-04,1209.439827227748,Amazon,Prophet
2017-12-05,1212.5115321787628,Amazon,Prophet
2017-12-06,1214.2761621455627,Amazon,Prophet
2017-12-07,1214.846349360909,Amazon,Prophet
2017-12-08,1213.7057446827214,Amazon,Prophet
2017-12-11,1216.978118370277,Amazon,Prophet
2017-12-12,1219.9071870663956,Amazon,Prophet
2017-12-13,1221.5735133251733,Amazon,Prophet
2017-12-14,1222.0904350794435,Amazon,Prophet
2017-12-15,1220.9413211791946,Amazon,Prophet
2017-12-18,1224.4401379404644,Amazon,Prophet
2017-12-19,1227.5191220788977,Amazon,Prophet
2017-12-20,1229.3661420548706,Amazon,Prophet
2017-12-21,1230.0899275599925,Amazon,Prophet
2017-12-22,1229.168927932255,Amazon,Prophet
2017-12-26,1236.7701442514078,Amazon,Prophet
2017-12-27,1238.8764508724053,Amazon,Prophet
2017-12-28,1239.8522852708754,Amazon,Prophet
2017-12-29,1239.172634671798,Amazon,Prophet
2018-01-02,1247.5851540238189,Amazon,Prophet
2018-01-03,1249.8499279610305,Amazon,Prophet
2018-01-04,1250.9665110534067,Amazon,Prophet
2018-01-05,1250.410987896924,Amazon,Prophet
2018-01-08,1255.5962194651868,Amazon,Prophet
2018-01-09,1259.1920897576886,Amazon,Prophet
2018-01-10,1261.5293211624291,Amazon,Prophet
2018-01-11,1262.7158769908003,Amazon,Prophet
2018-01-12,1262.2304502053817,Amazon,Prophet
2018-01-16,1271.335129432298,Amazon,Prophet
2018-01-17,1273.7706966475992,Amazon,Prophet
2018-01-18,1275.0632865812981,Amazon,Prophet
2018-01-19,1274.6908594854074,Amazon,Prophet
2018-01-22,1280.472954352457,Amazon,Prophet
2018-01-23,1284.2802736770923,Amazon,Prophet
2018-01-24,1286.8309163480135,Amazon,Prophet
2018-01-25,1288.2287604198025,Amazon,Prophet
2018-01-26,1287.9474998449818,Amazon,Prophet
2018-01-29,1293.8743745232787,Amazon,Prophet
2018-01-30,1297.672699885037,Amazon,Prophet
2018-01-31,1300.1791947275012,Amazon,Prophet
2018-02-01,1301.4944732314746,Amazon,Prophet
2018-02-02,1301.0895621334328,Amazon,Prophet
2018-02-05,1306.3832297326464,Amazon,Prophet
2018-02-06,1309.88195848267,Amazon,Prophet
2018-02-07,1312.0462631703713,Amazon,Prophet
2018-02-08,1312.979126479042,Amazon,Prophet
2018-02-09,1312.154832709076,Amazon,Prophet
2018-02-12,1316.0133385790457,Amazon,Prophet
2018-02-13,1318.993109211712,Amazon,Prophet
2018-02-14,1320.6287690151719,Amazon,Prophet
2018-02-15,1321.030225203528,Amazon,Prophet
2018-02-16,1319.6788673506098,Amazon,Prophet
2018-02-20,1324.5924291179026,Amazon,Prophet
2018-02-21,1325.8252871873767,Amazon,Prophet
2018-02-22,1325.866522361895,Amazon,Prophet
2018-02-23,1324.201932591321,Amazon,Prophet
2018-02-26,1325.9494367850168,Amazon,Prophet
2018-02-27,1328.3903822128423,Amazon,Prophet
2018-02-28,1329.5803385948057,Amazon,Prophet
2018-03-01,1329.6333690496772,Amazon,Prophet
2018-03-02,1328.0334332847117,Amazon,Prophet
2018-03-05,1330.2629729576097,Amazon,Prophet
2018-03-06,1332.948119440227,Amazon,Prophet
2018-03-07,1334.4168200967904,Amazon,Prophet
2018-03-08,1334.7785115585384,Amazon,Prophet
2018-03-09,1333.512524860526,Amazon,Prophet
2018-03-12,1336.852114181971,Amazon,Prophet
2018-03-13,1339.9305940705647,Amazon,Prophet
2018-03-14,1341.7991406350927,Amazon,Prophet
2018-03-15,1342.5649984961085,Amazon,Prophet
2018-03-16,1341.7059681963156,Amazon,Prophet
2018-03-19,1346.2779038238625,Amazon,Prophet
2018-03-20,1349.7723914880971,Amazon,Prophet
2018-03-21,1352.0616267471287,Amazon,Prophet
2018-03-22,1353.2547286686372,Amazon,Prophet
2018-03-23,1352.8316344214215,Amazon,Prophet
2018-03-26,1358.7859461893552,Amazon,Prophet
2018-03-27,1362.7728744734377,Amazon,Prophet
2018-03-28,1365.5729096009918,Amazon,Prophet
2018-03-29,1367.2958747040707,Amazon,Prophet
2018-04-02,1375.123801298838,Amazon,Prophet
2018-04-03,1379.7178389314802,Amazon,Prophet
2018-04-04,1383.1301343077694,Amazon,Prophet
2018-04-05,1385.4647602732753,Amazon,Prophet
2018-04-06,1386.1949609407752,Amazon,Prophet
2018-04-09,1395.5882017702447,Amazon,Prophet
2018-04-10,1400.6762155698596,Amazon,Prophet
2018-04-11,1404.5322458220805,Amazon,Prophet
2018-04-12,1407.2510525092182,Amazon,Prophet
2018-04-13,1408.2968163681114,Amazon,Prophet
2018-04-16,1418.1429806520673,Amazon,Prophet
2018-04-17,1423.194464956543,Amazon,Prophet
2018-04-18,1426.9117150643488,Amazon,Prophet
2018-04-19,1429.3865596760686,Amazon,Prophet
2018-04-20,1430.0819079146622,Amazon,Prophet
2018-04-23,1438.2523560037166,Amazon,Prophet
2018-04-24,1442.5511854936542,Amazon,Prophet
2018-04-25,1445.4304122986657,Amazon,Prophet
2018-04-26,1446.9915160204869,Amazon,Prophet
2018-04-27,1446.7086530036922,Amazon,Prophet
2018-04-30,1451.6901586500605,Amazon,Prophet
2018-05-01,1454.890470447332,Amazon,Prophet
2018-05-02,1456.6796183415915,Amazon,Prophet
2018-05-03,1457.1751391956097,Amazon,Prophet
2018-05-04,1455.8670312780264,Amazon,Prophet
2018-05-07,1458.1634197736498,Amazon,Prophet
2018-05-08,1460.6430482725211,Amazon,Prophet
2018-05-09,1461.8171148378142,Amazon,Prophet
2018-05-10,1461.8115223036627,Amazon,Prophet
2018-05-11,1460.122577229712,Amazon,Prophet
2018-05-14,1462.027859358386,Amazon,Prophet
2018-05-15,1464.6260191811773,Amazon,Prophet
2018-05-16,1466.0365898427274,Amazon,Prophet
2018-05-17,1466.3783427857095,Amazon,Prophet
2018-05-18,1465.1384947476397,Amazon,Prophet
2018-05-21,1468.8859091386573,Amazon,Prophet
2018-05-22,1472.2181216230888,Amazon,Prophet
2018-05-23,1474.3981583424975,Amazon,Prophet
2018-05-24,1475.5294589798082,Amazon,Prophet
2018-05-25,1475.084005054199,Amazon,Prophet
2018-05-29,1485.1071415851723,Amazon,Prophet
2018-05-30,1487.903767399975,Amazon,Prophet
2018-05-31,1489.585064139676,Amazon,Prophet
2018-06-01,1489.6168742939496,Amazon,Prophet
2018-06-04,1496.5987532604745,Amazon,Prophet
2018-06-05,1500.773819936316,Amazon,Prophet
2018-06-06,1503.6669676536414,Amazon,Prophet
2018-06-07,1505.3799228273049,Amazon,Prophet
2018-06-08,1505.386650634966,Amazon,Prophet
2018-06-11,1512.0543529383062,Amazon,Prophet
2018-06-12,1516.083589181788,Amazon,Prophet
2018-06-13,1518.830829592075,Amazon,Prophet
2018-06-14,1520.4100849763443,Amazon,Prophet
2018-06-15,1520.3071156056394,Amazon,Prophet
2018-06-18,1526.8933927778248,Amazon,Prophet
2018-06-19,1531.0057257869264,Amazon,Prophet
2018-06-20,1533.900694801448,Amazon,Prophet
2018-06-21,1535.6950002650833,Amazon,Prophet
2018-06-22,1535.874890319374,Amazon,Prophet
2018-06-25,1543.687504473173,Amazon,Prophet
2018-06-26,1548.3137261025738,Amazon,Prophet
2018-06-27,1551.7595490604951,Amazon,Prophet
2018-06-28,1554.1295828575644,Amazon,Prophet
2018-06-29,1554.8965007544984,Amazon,Prophet
2018-07-02,1564.3865264793737,Amazon,Prophet
2018-07-03,1569.4907235800326,Amazon,Prophet
2018-07-05,1576.0454216192584,Amazon,Prophet
2018-07-06,1577.0437591220132,Amazon,Prophet
2018-07-09,1586.5289479809692,Amazon,Prophet
2018-07-10,1591.3688918930545,Amazon,Prophet
2018-07-11,1594.820918020884,Amazon,Prophet
2018-07-12,1596.9729870970395,Amazon,Prophet
2018-07-13,1597.2849821465225,Amazon,Prophet
2018-07-16,1603.9264235041744,Amazon,Prophet
2018-07-17,1607.5895337283462,Amazon,Prophet
2018-07-18,1609.7729947885566,Amazon,Prophet
2018-07-19,1610.5817893757412,Amazon,Prophet
2018-07-20,1609.4946792435003,Amazon,Prophet
2018-07-23,1611.8129579844353,Amazon,Prophet
2018-07-24,1614.066767725825,Amazon,Prophet
2018-07-25,1614.894159597724,Amazon,Prophet
2018-07-26,1614.4219104175424,Amazon,Prophet
2018-07-27,1612.1495555927424,Amazon,Prophet
2018-07-30,1611.6708066619994,Amazon,Prophet
2018-07-31,1613.2959861438414,Amazon,Prophet
2018-08-01,1613.6656750698444,Amazon,Prophet
2018-08-02,1612.9137773782875,Amazon,Prophet
2018-08-03,1610.5438389067785,Amazon,Prophet
2018-08-06,1610.856623461707,Amazon,Prophet
2018-08-07,1613.088409634237,Amazon,Prophet
2018-08-08,1614.2191167072885,Amazon,Prophet
2018-08-09,1614.368260214907,Amazon,Prophet
2018-08-10,1613.022546674833,Amazon,Prophet
2018-08-13,1616.9488964042373,Amazon,Prophet
2018-08-14,1620.4921450240263,Amazon,Prophet
2018-08-15,1622.948914010388,Amazon,Prophet
2018-08-16,1624.4149939155498,Amazon,Prophet
2018-08-17,1624.3537147810907,Amazon,Prophet
2018-08-20,1631.7187401863152,Amazon,Prophet
2018-08-21,1636.2042797916256,Amazon,Prophet
2018-08-22,1639.4734816981372,Amazon,Prophet
2018-08-23,1641.609009643934,Amazon,Prophet
2018-08-24,1642.0637992207267,Amazon,Prophet
2018-08-27,1649.9968094390922,Amazon,Prophet
2018-08-28,1654.340087251974,Amazon,Prophet
2018-08-29,1657.3063338877557,Amazon,Prophet
2018-08-30,1658.9856057946313,Amazon,Prophet
2018-08-31,1658.8408952407185,Amazon,Prophet
2018-09-04,1667.5672972254383,Amazon,Prophet
2018-09-05,1669.4438415163831,Amazon,Prophet
2018-09-06,1669.9911125506217,Amazon,Prophet
2018-09-07,1668.6924988894402,Amazon,Prophet
2018-09-10,1670.7117388096506,Amazon,Prophet
2018-09-11,1672.9846190717124,Amazon,Prophet
2018-09-12,1673.8910057236665,Amazon,Prophet
2018-09-13,1673.5560534516055,Amazon,Prophet
2018-09-14,1671.476303675373,Amazon,Prophet
2018-09-17,1671.8569248174317,Amazon,Prophet
2018-09-18,1673.8392793079258,Amazon,Prophet
2018-09-19,1674.5871214944793,Amazon,Prophet
2018-09-20,1674.224348640493,Amazon,Prophet
2018-09-21,1672.2438388250043,Amazon,Prophet
2018-09-24,1673.614716405167,Amazon,Prophet
2018-09-25,1676.124993763542,Amazon,Prophet
2018-09-26,1677.4791294670513,Amazon,Prophet
2018-09-27,1677.7868340040427,Amazon,Prophet
2018-09-28,1676.525975236247,Amazon,Prophet
2018-10-01,1680.1949633252843,Amazon,Prophet
2018-10-02,1683.4659632212386,Amazon,Prophet
2018-10-03,1685.553502317205,Amazon,Prophet
2018-10-04,1686.5537980435918,Amazon,Prophet
2018-10-05,1685.9324474412983,Amazon,Prophet
2018-10-08,1691.1013571900958,Amazon,Prophet
2018-10-09,1694.7080623929558,Amazon,Prophet
2018-10-10,1697.0414957072037,Amazon,Prophet
2018-10-11,1698.1961958496836,Amazon,Prophet
2018-10-12,1697.6380332758315,Amazon,Prophet
2018-10-15,1702.479872566837,Amazon,Prophet
2018-10-16,1705.8240885724988,Amazon,Prophet
2018-10-17,1707.8313927732547,Amazon,Prophet
2018-10-18,1708.6060098816668,Amazon,Prophet
2018-10-19,1707.6244080062227,Amazon,Prophet
2018-10-22,1711.0503198460226,Amazon,Prophet
2018-10-23,1713.9132856099882,Amazon,Prophet
2018-10-24,1715.4539973233072,Amazon,Prophet
2018-10-25,1715.7875478615172,Amazon,Prophet
2018-10-26,1714.4004880053278,Amazon,Prophet
2018-10-29,1716.9087368879566,Amazon,Prophet
2018-10-30,1719.5873964476887,Amazon,Prophet
2018-10-31,1721.0120215980746,Amazon,Prophet
2018-11-01,1721.2998626956958,Amazon,Prophet
2018-11-02,1719.9380544300113,Amazon,Prophet
2018-11-05,1722.9306238116621,Amazon,Prophet
2018-11-06,1725.8939836447755,Amazon,Prophet
2018-11-07,1727.6552562897743,Amazon,Prophet
2018-11-08,1728.3242506320719,Amazon,Prophet
2018-11-09,1727.3798115845934,Amazon,Prophet
2018-11-12,1731.7502861182882,Amazon,Prophet
2018-11-13,1735.1829658933752,Amazon,Prophet
2018-11-14,1737.4026402578365,Amazon,Prophet
2018-11-15,1738.5100121682726,Amazon,Prophet
2018-11-16,1737.9753922336995,Amazon,Prophet
2018-11-19,1743.3307329417394,Amazon,Prophet
2018-11-20,1746.990772963905,Amazon,Prophet
2018-11-21,1749.3805288652602,Amazon,Prophet
2018-11-23,1750.1140804167721,Amazon,Prophet
2018-11-26,1755.2678470875985,Amazon,Prophet
2018-11-27,1758.752734957241,Amazon,Prophet
2018-11-28,1760.9207989987224,Amazon,Prophet
2018-11-29,1761.8763900677998,Amazon,Prophet
2018-11-30,1761.0954979364767,Amazon,Prophet
2018-12-03,1765.228604003012,Amazon,Prophet
2018-12-04,1768.3552796798012,Amazon,Prophet
2018-12-06,1770.7816634670255,Amazon,Prophet
2018-12-07,1769.676080939691,Amazon,Prophet
2018-12-10,1773.0048265025562,Amazon,Prophet
2018-12-11,1775.935978214937,Amazon,Prophet
2018-12-12,1777.596253760386,Amazon,Prophet
2018-12-13,1778.099378683893,Amazon,Prophet
2018-12-14,1776.9292595612917,Amazon,Prophet
2018-12-17,1780.3290213034225,Amazon,Prophet
2018-12-18,1783.3658274294255,Amazon,Prophet
2018-12-19,1785.1676532319502,Amazon,Prophet
2018-12-20,1785.8441941573108,Amazon,Prophet
2018-12-21,1784.8748476774174,Amazon,Prophet
2018-12-24,1788.9916231383324,Amazon,Prophet
2018-12-26,1794.3531809357432,Amazon,Prophet
2018-12-27,1795.2902121867996,Amazon,Prophet
2018-12-28,1794.5750709478966,Amazon,Prophet
2018-12-31,1799.3837264791066,Amazon,Prophet
2019-01-02,1805.1257322529639,Amazon,Prophet
2019-01-03,1806.2257639059094,Amazon,Prophet
2019-01-04,1805.6557201699927,Amazon,Prophet
2019-01-07,1810.8044231324332,Amazon,Prophet
2019-01-08,1814.3887124475318,Amazon,Prophet
2019-01-09,1816.7138466877311,Amazon,Prophet
2019-01-10,1817.8873810825821,Amazon,Prophet
2019-01-11,1817.3876801065098,Amazon,Prophet
2019-01-14,1822.7538143719005,Amazon,Prophet
2019-01-15,1826.4197332601757,Amazon,Prophet
2019-01-16,1828.833529495702,Amazon,Prophet
2019-01-17,1830.1034365642186,Amazon,Prophet
2019-01-18,1829.7078883901522,Amazon,Prophet
2019-01-22,1839.2132766247614,Amazon,Prophet
2019-01-23,1841.7488461638623,Amazon,Prophet
2019-01-24,1843.1356465594158,Amazon,Prophet
2019-01-25,1842.8481992169409,Amazon,Prophet
2019-01-28,1848.793191298261,Amazon,Prophet
2019-01-29,1852.6118827918042,Amazon,Prophet
2019-01-30,1855.1466774930898,Amazon,Prophet
2019-01-31,1856.4984454361377,Amazon,Prophet
2019-02-01,1856.1383121309732,Amazon,Prophet
2019-02-04,1861.6145138952968,Amazon,Prophet
2019-02-05,1865.1887911272315,Amazon,Prophet
2019-02-06,1867.434900943446,Amazon,Prophet
2019-02-07,1868.4549404895904,Amazon,Prophet
2019-02-08,1867.7221769662247,Amazon,Prophet
2019-02-11,1871.8696846958194,Amazon,Prophet
2019-02-12,1874.946343361349,Amazon,Prophet
2019-02-13,1876.6769637770653,Amazon,Prophet
2019-02-14,1877.170141219708,Amazon,Prophet
2019-02-15,1875.9059995652804,Amazon,Prophet
2019-02-19,1881.101118148458,Amazon,Prophet
2019-02-20,1882.383047720154,Amazon,Prophet
2019-02-21,1882.4635573297735,Amazon,Prophet
2019-02-22,1880.8281052567143,Amazon,Prophet
2019-02-25,1882.6014418071723,Amazon,Prophet
2019-02-26,1885.0310630759225,Amazon,Prophet
2019-02-27,1886.200409673004,Amazon,Prophet
2019-02-28,1886.2241522868176,Amazon,Prophet
2019-03-01,1884.586962255276,Amazon,Prophet
2019-03-04,1886.665110488933,Amazon,Prophet
2019-03-05,1889.2894770323044,Amazon,Prophet
2019-03-06,1890.693679523899,Amazon,Prophet
2019-03-07,1890.9879612000739,Amazon,Prophet
2019-03-08,1889.6523892096122,Amazon,Prophet
2019-03-11,1892.7760862920572,Amazon,Prophet
2019-03-12,1895.7816194708337,Amazon,Prophet
2019-03-13,1897.5771105454319,Amazon,Prophet
2019-03-14,1898.2698406837417,Amazon,Prophet
2019-03-15,1897.337524725173,Amazon,Prophet
2019-03-18,1901.6862208949387,Amazon,Prophet
2019-03-19,1905.1039537729228,Amazon,Prophet
2019-03-20,1907.3145328566643,Amazon,Prophet
2019-03-21,1908.426618738371,Amazon,Prophet
2019-03-22,1907.9197157310014,Amazon,Prophet
2019-03-25,1913.6024969391435,Amazon,Prophet
2019-03-26,1917.4916130255392,Amazon,Prophet
2019-03-27,1920.1902262207996,Amazon,Prophet
2019-03-28,1921.808430457071,Amazon,Prophet
2019-03-29,1921.826596459187,Amazon,Prophet
2019-04-01,1929.195875649608,Amazon,Prophet
2019-04-02,1933.6790764625125,Amazon,Prophet
2019-04-03,1936.9827270828791,Amazon,Prophet
2019-04-04,1939.2124053377545,Amazon,Prophet
2019-04-05,1939.8429728960834,Amazon,Prophet
2019-04-08,1948.9863653602542,Amazon,Prophet
2019-04-09,1954.0132295535836,Amazon,Prophet
2019-04-10,1957.8219537755497,Amazon,Prophet
2019-04-11,1960.5088050606496,Amazon,Prophet
2019-04-12,1961.5393052238726,Amazon,Prophet
2019-04-15,1971.4499214988334,Amazon,Prophet
2019-04-16,1976.561654329167,Amazon,Prophet
2019-04-17,1980.3587724937574,Amazon,Prophet
2019-04-18,1982.9327430072371,Amazon,Prophet
2019-04-22,1992.3681725679767,Amazon,Prophet
2019-04-23,1996.844886873747,Amazon,Prophet
2019-04-24,1999.9119998539109,Amazon,Prophet
2019-04-25,2001.6684500369238,Amazon,Prophet
2019-04-26,2001.5856635771547,Amazon,Prophet
2019-04-29,2007.1667142085794,Amazon,Prophet
2019-04-30,2010.556760888446,Amazon,Prophet
2019-05-01,2012.5257505342206,Amazon,Prophet
2019-05-02,2013.1885053024541,Amazon,Prophet
2019-05-03,2012.0325129438309,Amazon,Prophet
2019-05-06,2014.6735598725966,Amazon,Prophet
2019-05-07,2017.2255307414205,Amazon,Prophet
2019-05-08,2018.4489686523195,Amazon,Prophet
2019-05-09,2018.4693804804426,Amazon,Prophet
2019-05-10,2016.7831083397707,Amazon,Prophet
2019-05-13,2018.5631561734797,Amazon,Prophet
2019-05-14,2021.0794063667065,Amazon,Prophet
2019-05-15,2022.3910137564742,Amazon,Prophet
2019-05-16,2022.619024632178,Amazon,Prophet
2019-05-17,2021.2531664961675,Amazon,Prophet
2019-05-20,2024.576365985876,Amazon,Prophet
2019-05-21,2027.7612541906603,Amazon,Prophet
2019-05-22,2029.7956869549328,Amazon,Prophet
2019-05-23,2030.7857440558805,Amazon,Prophet
2019-05-24,2030.205851185577,Amazon,Prophet
2019-05-28,2039.7984584535966,Amazon,Prophet
2019-05-29,2042.5210659378738,Amazon,Prophet
2019-05-30,2044.1431642050238,Amazon,Prophet
2019-05-31,2044.1305714950454,Amazon,Prophet
2019-06-03,2051.061828493195,Amazon,Prophet
2019-06-04,2055.243668485338,Amazon,Prophet
2019-06-05,2058.152686182023,Amazon,Prophet
2019-06-06,2059.8885964694955,Amazon,Prophet
